Country	iso3c	ID	Caption	Provider	Artist	ArtistURL	ArtistHTML	License	LicenseURL	ImageName	InfoURL	FileURL	folder	iso2c	OriginURL	w640_URL	Attribution
Kuwait	KWT	3	Because of its lack of biodiversity, Kuwait is far from sustainable and highly dependent on many imports.	Wikimedia	NA	NA	<a href='https://en.wikipedia.org/wiki/ml:User:Noblevmy' class='extiw' title='w:ml:User:Noblevmy'>Noblevmy</a> at <a href='https://en.wikipedia.org/wiki/ml:' class='extiw' title='w:ml:'>Malayalam Wikipedia</a>	CC BY 3.0	https://creativecommons.org/licenses/by/3.0	Kuwait_Veg.JPG	https://commons.wikimedia.org/wiki/File:Kuwait_Veg.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Kuwait_Veg.JPG/640px-Kuwait_Veg.JPG	e/e9/	KW	NA	NA	<a href='https://en.wikipedia.org/wiki/ml:User:Noblevmy' class='extiw' title='w:ml:User:Noblevmy'>Noblevmy</a> at <a href='https://en.wikipedia.org/wiki/ml:' class='extiw' title='w:ml:'>Malayalam Wikipedia</a>, <a href='https://commons.wikimedia.org/wiki/File:Kuwait_Veg.JPG'>Kuwait_Veg.JPG</a>; <a href='https://creativecommons.org/licenses/by/3.0'>CC BY 3.0</a>, via Wikimedia Commons
Kyrgyzstan	KGZ	1	More than 40% of agricultural land is degraded and over 85% of land is exposed to erosion, posing serious threats to food security and agricultural production.	Unsplash	NA	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1613560361120-25c33e26c40a?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1740&q=80	NA	KG	NA	NA	NA
Kyrgyzstan	KGZ	2	A class of fourth graders at Egemenduuluk Secondary School.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Nataev' title='User:Nataev'>Nataev</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Schoolchildren%2C_Egemenduuluk_Secondary_School.JPG	https://commons.wikimedia.org/wiki/File:Schoolchildren%2C_Egemenduuluk_Secondary_School.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Schoolchildren%2C_Egemenduuluk_Secondary_School.JPG/640px-Schoolchildren%2C_Egemenduuluk_Secondary_School.JPG	8/8d/	KG	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Nataev' title='User:Nataev'>Nataev</a>, <a href='https://commons.wikimedia.org/wiki/File:Schoolchildren%2C_Egemenduuluk_Secondary_School.JPG'>Schoolchildren%2C_Egemenduuluk_Secondary_School.JPG</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Kyrgyzstan	KGZ	3	Since 2010 Kyrgyzstan has averaged three children per mother.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:George6996&amp;action=edit&amp;redlink=1' class='new' title='User:George6996 (page does not exist)'>George6996</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Kyrgyz_rural_family_at_Tash_Rabat_Caravanserai%2C_TianShan_Mountains.jpg	https://commons.wikimedia.org/wiki/File:Kyrgyz_rural_family_at_Tash_Rabat_Caravanserai%2C_TianShan_Mountains.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Kyrgyz_rural_family_at_Tash_Rabat_Caravanserai%2C_TianShan_Mountains.jpg/640px-Kyrgyz_rural_family_at_Tash_Rabat_Caravanserai%2C_TianShan_Mountains.jpg	d/d4/	KG	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:George6996&amp;action=edit&amp;redlink=1' class='new' title='User:George6996 (page does not exist)'>George6996</a>, <a href='https://commons.wikimedia.org/wiki/File:Kyrgyz_rural_family_at_Tash_Rabat_Caravanserai%2C_TianShan_Mountains.jpg'>Kyrgyz_rural_family_at_Tash_Rabat_Caravanserai%2C_TianShan_Mountains.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Kyrgyzstan	KGZ	4	Over 85% of land is exposed to erosion, posing serious threats to food security and agricultural production. Air and water pollution are problematic due to mining and toxic waste.	Wikimedia	NA	NA	<b><a href='//commons.wikimedia.org/wiki/User:A.Savin/UP' class='mw-redirect' title='User:A.Savin/UP'>A.Savin</a></b> (<a href='//commons.wikimedia.org/wiki/User:A.Savin/TP' class='mw-redirect' title='User:A.Savin/TP'>Wikimedia Commons</a> <b>·</b> <i><b><span class='plainlinks'><a rel='nofollow' class='external text' href='http://wikiphoto.space/feedback/'>WikiPhotoSpace</a></span></b></i>)	FAL	http://artlibre.org/licence/lal/en	Osh_03-2016_img10_market.jpg	https://commons.wikimedia.org/wiki/File:Osh_03-2016_img10_market.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Osh_03-2016_img10_market.jpg/640px-Osh_03-2016_img10_market.jpg	b/ba/	KG	NA	NA	<b><a href='//commons.wikimedia.org/wiki/User:A.Savin/UP' class='mw-redirect' title='User:A.Savin/UP'>A.Savin</a></b> (<a href='//commons.wikimedia.org/wiki/User:A.Savin/TP' class='mw-redirect' title='User:A.Savin/TP'>Wikimedia Commons</a> <b>·</b> <i><b><span class='plainlinks'><a rel='nofollow' class='external text' href='http://wikiphoto.space/feedback/'>WikiPhotoSpace</a></span></b></i>), <a href='https://commons.wikimedia.org/wiki/File:Osh_03-2016_img10_market.jpg'>Osh_03-2016_img10_market.jpg</a>; <a href='http://artlibre.org/licence/lal/en'>FAL</a>, via Wikimedia Commons
Laos	LAO	1	The average woman in Laos at the turn of the century was having just under five children. Today that number has been cut almost in half to 2.7.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Basile_Morin' title='User:Basile Morin'>Basile Morin</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Young_mother_smiling_while_holding_her_baby_in_Laos.jpg	https://commons.wikimedia.org/wiki/File:Young_mother_smiling_while_holding_her_baby_in_Laos.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Young_mother_smiling_while_holding_her_baby_in_Laos.jpg/640px-Young_mother_smiling_while_holding_her_baby_in_Laos.jpg	8/85/	LA	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Basile_Morin' title='User:Basile Morin'>Basile Morin</a>, <a href='https://commons.wikimedia.org/wiki/File:Young_mother_smiling_while_holding_her_baby_in_Laos.jpg'>Young_mother_smiling_while_holding_her_baby_in_Laos.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Laos	LAO	2	Forest Landscape Integrity Index 2019 map of Laos. Forest condition measured by degree of anthropogenic modification. 0 = Most modification; 10= Least.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:PhnomPencil' title='User:PhnomPencil'>PhnomPencil</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	FLII_Laos.png	https://commons.wikimedia.org/wiki/File:FLII_Laos.png	https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/FLII_Laos.png/640px-FLII_Laos.png	d/df/	LA	NA	NA	<a href='//commons.wikimedia.org/wiki/User:PhnomPencil' title='User:PhnomPencil'>PhnomPencil</a>, <a href='https://commons.wikimedia.org/wiki/File:FLII_Laos.png'>FLII_Laos.png</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Laos	LAO	3	Mongabay reported that slash-and-burn agriculture, uncontrolled fires, commercial and illegal logging, and fuelwood collection resulted in the loss of 6.8 percent of the country's forests between 1990 and 2005.	Wikimedia	NA	NA	Adam Jones <a href='//commons.wikimedia.org/wiki/User:Adam63' title='User:Adam63'>Adam63</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Laos_-_Bolaven_Plateau_-_Logging.JPG	https://commons.wikimedia.org/wiki/File:Laos_-_Bolaven_Plateau_-_Logging.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Laos_-_Bolaven_Plateau_-_Logging.JPG/640px-Laos_-_Bolaven_Plateau_-_Logging.JPG	c/cd/	LA	NA	NA	Adam Jones <a href='//commons.wikimedia.org/wiki/User:Adam63' title='User:Adam63'>Adam63</a>, <a href='https://commons.wikimedia.org/wiki/File:Laos_-_Bolaven_Plateau_-_Logging.JPG'>Laos_-_Bolaven_Plateau_-_Logging.JPG</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Laos	LAO	4	With above replacement birth rates the country will be living unsustainably going forward without greater effort in empowering women and providing family planning.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:BigBrotherMouse' title='User:BigBrotherMouse'>BigBrotherMouse</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Laos_-_a_Katang_woman_spinning_cotton.JPG	https://commons.wikimedia.org/wiki/File:Laos_-_a_Katang_woman_spinning_cotton.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Laos_-_a_Katang_woman_spinning_cotton.JPG/640px-Laos_-_a_Katang_woman_spinning_cotton.JPG	0/0e/	LA	NA	NA	<a href='//commons.wikimedia.org/wiki/User:BigBrotherMouse' title='User:BigBrotherMouse'>BigBrotherMouse</a>, <a href='https://commons.wikimedia.org/wiki/File:Laos_-_a_Katang_woman_spinning_cotton.JPG'>Laos_-_a_Katang_woman_spinning_cotton.JPG</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Latvia	LVA	1	Latvia has abundant water and forests that make up half its territory.	Unsplash	NA	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1622959185723-7cc78767d064?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=2671&q=80	NA	LV	NA	NA	NA
Latvia	LVA	2	Riga, Latvia.	Unsplash	NA	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1566082544790-53f82bed239e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1336&q=80	NA	LV	NA	NA	NA
Latvia	LVA	3	Health spending in Latvia is among the lowest in the EU, resulting in considerable resource constraints within the health system.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.panoramio.com/user/1378898?with_photo_id=23921920'>Igors Jefimovs</a>	CC BY 3.0	https://creativecommons.org/licenses/by/3.0	Jelgava_town_hospital_-_Igors_Jefimovs_-_Panoramio.jpg	https://commons.wikimedia.org/wiki/File:Jelgava_town_hospital_-_Igors_Jefimovs_-_Panoramio.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Jelgava_town_hospital_-_Igors_Jefimovs_-_Panoramio.jpg/640px-Jelgava_town_hospital_-_Igors_Jefimovs_-_Panoramio.jpg	f/f7/	LV	NA	NA	<a rel='nofollow' class='external text' href='https://www.panoramio.com/user/1378898?with_photo_id=23921920'>Igors Jefimovs</a>, <a href='https://commons.wikimedia.org/wiki/File:Jelgava_town_hospital_-_Igors_Jefimovs_-_Panoramio.jpg'>Jelgava_town_hospital_-_Igors_Jefimovs_-_Panoramio.jpg</a>; <a href='https://creativecommons.org/licenses/by/3.0'>CC BY 3.0</a>, via Wikimedia Commons
Lebanon	LBN	1	With a massive displacement of Syrians (estimated around 1.5 million into Lebanon) from its civil war beginning in 2011 and a median age of under 30 years old its population has been generally increasing.	Wikimedia	NA	NA	Russell Watkins/DFID	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	Syrian_refugee_children.jpg	https://commons.wikimedia.org/wiki/File:Syrian_refugee_children.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Syrian_refugee_children.jpg/640px-Syrian_refugee_children.jpg	b/b6/	LB	NA	NA	Russell Watkins/DFID, <a href='https://commons.wikimedia.org/wiki/File:Syrian_refugee_children.jpg'>Syrian_refugee_children.jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Lebanon	LBN	2	A protest in Tyre/Sour.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:RomanDeckert' title='User:RomanDeckert'>RomanDeckert</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	SourTyre-LebanonProtests_RomanDeckert22102019.jpg	https://commons.wikimedia.org/wiki/File:SourTyre-LebanonProtests_RomanDeckert22102019.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/SourTyre-LebanonProtests_RomanDeckert22102019.jpg/640px-SourTyre-LebanonProtests_RomanDeckert22102019.jpg	2/21/	LB	NA	NA	<a href='//commons.wikimedia.org/wiki/User:RomanDeckert' title='User:RomanDeckert'>RomanDeckert</a>, <a href='https://commons.wikimedia.org/wiki/File:SourTyre-LebanonProtests_RomanDeckert22102019.jpg'>SourTyre-LebanonProtests_RomanDeckert22102019.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Lesotho	LSO	1	Women’s literacy rates and other levels of education are higher than those for men, yet most Basotho women work jobs that have lower status and pay.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/72256661@N00'>Michael Denne</a> from Hobart, Australia	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	Lesotho_class.jpg	https://commons.wikimedia.org/wiki/File:Lesotho_class.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Lesotho_class.jpg/640px-Lesotho_class.jpg	4/4d/	LS	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/72256661@N00'>Michael Denne</a> from Hobart, Australia, <a href='https://commons.wikimedia.org/wiki/File:Lesotho_class.jpg'>Lesotho_class.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/2.0'>CC BY-SA 2.0</a>, via Wikimedia Commons
Lesotho	LSO	2	Basotho woman working in nursery.	Unsplash	NA	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1582915331879-5a87d7abf87c?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=2676&q=80	NA	LS	NA	NA	NA
Lesotho	LSO	3	Ecosystems have been pushed to their limits by over-cultivation, overgrazing, and over-harvesting.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Lgchefa&amp;action=edit&amp;redlink=1' class='new' title='User:Lgchefa (page does not exist)'>Lehlohonolo Chefa</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Maoa-Mafubelu_Fruits_Farm.jpg	https://commons.wikimedia.org/wiki/File:Maoa-Mafubelu_Fruits_Farm.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Maoa-Mafubelu_Fruits_Farm.jpg/640px-Maoa-Mafubelu_Fruits_Farm.jpg	8/8c/	LS	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Lgchefa&amp;action=edit&amp;redlink=1' class='new' title='User:Lgchefa (page does not exist)'>Lehlohonolo Chefa</a>, <a href='https://commons.wikimedia.org/wiki/File:Maoa-Mafubelu_Fruits_Farm.jpg'>Maoa-Mafubelu_Fruits_Farm.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Liberia	LBR	1	Liberia is the largest rubber producer in the world.	Wikimedia	NA	NA	Erik Cleves Kristensen	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	Rubber_Tree_Plantation_in_Margibi_County%2C_Liberia.jpg	https://commons.wikimedia.org/wiki/File:Rubber_Tree_Plantation_in_Margibi_County%2C_Liberia.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Rubber_Tree_Plantation_in_Margibi_County%2C_Liberia.jpg/640px-Rubber_Tree_Plantation_in_Margibi_County%2C_Liberia.jpg	0/09/	LR	NA	NA	Erik Cleves Kristensen, <a href='https://commons.wikimedia.org/wiki/File:Rubber_Tree_Plantation_in_Margibi_County%2C_Liberia.jpg'>Rubber_Tree_Plantation_in_Margibi_County%2C_Liberia.jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Liberia	LBR	2	A street in the capital - Monrovia, Liberia.	Wikimedia	NA	NA	Jonathan Harrison UK	CC BY-SA 1.0	https://creativecommons.org/licenses/by-sa/1.0	Monrovia_Street.jpg	https://commons.wikimedia.org/wiki/File:Monrovia_Street.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Monrovia_Street.jpg/640px-Monrovia_Street.jpg	2/28/	LR	NA	NA	Jonathan Harrison UK, <a href='https://commons.wikimedia.org/wiki/File:Monrovia_Street.jpg'>Monrovia_Street.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/1.0'>CC BY-SA 1.0</a>, via Wikimedia Commons
Liberia	LBR	3	Even with its vast resources Liberia is one of the least developed countries in the world. More than half of the population lives in poverty.	Pixnio	NA	NA	NA	NA	NA	NA	https://pixnio.com/people/children-kids/young-african-girl-child-from-liberia	NA	NA	LR	NA	NA	NA
Liberia	LBR	4	With a current total fertility rate of over four children per woman (down from six as recently as 2000) and although currently sustainable, Liberia is quickly trending toward unsustainability.	Pixnio	NA	NA	NA	NA	NA	NA	https://pixnio.com/people/crowd/liberia-market-scene-vendors-in-local-market	NA	NA	LR	NA	NA	NA
Libya	LBY	1	Libya is predominantly a desert country with limited renewable resources.	Wikimedia	NA	NA	Luca Galuzzi (<a href='//commons.wikimedia.org/wiki/User:Lucag' title='User:Lucag'>Lucag</a>)	CC BY-SA 2.5	https://creativecommons.org/licenses/by-sa/2.5	Libya_4432_Ghadames_Luca_Galuzzi_2007.jpg	https://commons.wikimedia.org/wiki/File:Libya_4432_Ghadames_Luca_Galuzzi_2007.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Libya_4432_Ghadames_Luca_Galuzzi_2007.jpg/640px-Libya_4432_Ghadames_Luca_Galuzzi_2007.jpg	0/06/	LY	NA	NA	Luca Galuzzi (<a href='//commons.wikimedia.org/wiki/User:Lucag' title='User:Lucag'>Lucag</a>), <a href='https://commons.wikimedia.org/wiki/File:Libya_4432_Ghadames_Luca_Galuzzi_2007.jpg'>Libya_4432_Ghadames_Luca_Galuzzi_2007.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/2.5'>CC BY-SA 2.5</a>, via Wikimedia Commons
Libya	LBY	2	The oil and gas sector account for 60% of Libya’s total economy.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Javierblas&amp;action=edit&amp;redlink=1' class='new' title='User:Javierblas (page does not exist)'>Javier Blas</a>	CC-BY-SA-3.0	http://creativecommons.org/licenses/by-sa/3.0/	El_Saharara_oil_field%2C_Libya.jpg	https://commons.wikimedia.org/wiki/File:El_Saharara_oil_field%2C_Libya.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/El_Saharara_oil_field%2C_Libya.jpg/640px-El_Saharara_oil_field%2C_Libya.jpg	a/a9/	LY	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Javierblas&amp;action=edit&amp;redlink=1' class='new' title='User:Javierblas (page does not exist)'>Javier Blas</a>, <a href='https://commons.wikimedia.org/wiki/File:El_Saharara_oil_field%2C_Libya.jpg'>El_Saharara_oil_field%2C_Libya.jpg</a>; <a href='http://creativecommons.org/licenses/by-sa/3.0/'>CC-BY-SA-3.0</a>, via Wikimedia Commons
Libya	LBY	3	Kambut, Libya.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://web.archive.org/web/20161114054950/http://www.panoramio.com/user/5162897?with_photo_id=49014906'>Mujaddara</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Kambut%2C_Libya_-_panoramio.jpg	https://commons.wikimedia.org/wiki/File:Kambut%2C_Libya_-_panoramio.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Kambut%2C_Libya_-_panoramio.jpg/640px-Kambut%2C_Libya_-_panoramio.jpg	2/2b/	LY	NA	NA	<a rel='nofollow' class='external text' href='https://web.archive.org/web/20161114054950/http://www.panoramio.com/user/5162897?with_photo_id=49014906'>Mujaddara</a>, <a href='https://commons.wikimedia.org/wiki/File:Kambut%2C_Libya_-_panoramio.jpg'>Kambut%2C_Libya_-_panoramio.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Libya	LBY	4	The labor force participation rate among Libyan women aged 15 and above is 28 per cent, compared to 79 per cent among Libyan men.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/79721788@N00'>David Stanley</a> from Nanaimo, Canada	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	Market_in_Tripoli_%285282720387%29.jpg	https://commons.wikimedia.org/wiki/File:Market_in_Tripoli_%285282720387%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Market_in_Tripoli_%285282720387%29.jpg/640px-Market_in_Tripoli_%285282720387%29.jpg	b/b9/	LY	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/79721788@N00'>David Stanley</a> from Nanaimo, Canada, <a href='https://commons.wikimedia.org/wiki/File:Market_in_Tripoli_%285282720387%29.jpg'>Market_in_Tripoli_%285282720387%29.jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Lithuania	LTU	1	Yale declared Lithuania as the country with the best forest protection and management system in the world, over a 15 year period.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://web.archive.org/web/20161103051548/http://www.panoramio.com/user/8209965?with_photo_id=130259836'>VietovesLt</a>	CC BY 3.0	https://creativecommons.org/licenses/by/3.0	Anyk%C5%A1%C4%8Di%C5%B3_sen.%2C_Lithuania_-_panoramio_%2877%29.jpg	https://commons.wikimedia.org/wiki/File:Anyk%C5%A1%C4%8Di%C5%B3_sen.%2C_Lithuania_-_panoramio_%2877%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Anyk%C5%A1%C4%8Di%C5%B3_sen.%2C_Lithuania_-_panoramio_%2877%29.jpg/640px-Anyk%C5%A1%C4%8Di%C5%B3_sen.%2C_Lithuania_-_panoramio_%2877%29.jpg	0/05/	LT	NA	NA	<a rel='nofollow' class='external text' href='https://web.archive.org/web/20161103051548/http://www.panoramio.com/user/8209965?with_photo_id=130259836'>VietovesLt</a>, <a href='https://commons.wikimedia.org/wiki/File:Anyk%C5%A1%C4%8Di%C5%B3_sen.%2C_Lithuania_-_panoramio_%2877%29.jpg'>Anyk%C5%A1%C4%8Di%C5%B3_sen.%2C_Lithuania_-_panoramio_%2877%29.jpg</a>; <a href='https://creativecommons.org/licenses/by/3.0'>CC BY 3.0</a>, via Wikimedia Commons
Lithuania	LTU	2	Based on OECD data, Lithuania is among the top 5 countries in the world by postsecondary education attainment.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Diliff' title='User:Diliff'>Diliff</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Vilnius_University_M._K._Sarbievijus_Courtyard%2C_Vilnius%2C_Lithuania_-_Diliff.jpg	https://commons.wikimedia.org/wiki/File:Vilnius_University_M._K._Sarbievijus_Courtyard%2C_Vilnius%2C_Lithuania_-_Diliff.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Vilnius_University_M._K._Sarbievijus_Courtyard%2C_Vilnius%2C_Lithuania_-_Diliff.jpg/640px-Vilnius_University_M._K._Sarbievijus_Courtyard%2C_Vilnius%2C_Lithuania_-_Diliff.jpg	4/45/	LT	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Diliff' title='User:Diliff'>Diliff</a>, <a href='https://commons.wikimedia.org/wiki/File:Vilnius_University_M._K._Sarbievijus_Courtyard%2C_Vilnius%2C_Lithuania_-_Diliff.jpg'>Vilnius_University_M._K._Sarbievijus_Courtyard%2C_Vilnius%2C_Lithuania_-_Diliff.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Lithuania	LTU	3	Egle Radisauskiene, Vice Minister, Ministry of Social Security and Labour, Lithuania attending an informal meeting of ministers for employment, social affairs, family and gender equality.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/145047505@N06'>EU2017EE Estonian Presidency</a>	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	Informal_meeting_of_ministers_for_employment%2C_social_affairs%2C_family_and_gender_equality_%28iEPSCO%29._Arrivals_Egle_Radisauskiene_%2835180415044%29.jpg	https://commons.wikimedia.org/wiki/File:Informal_meeting_of_ministers_for_employment%2C_social_affairs%2C_family_and_gender_equality_%28iEPSCO%29._Arrivals_Egle_Radisauskiene_%2835180415044%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Informal_meeting_of_ministers_for_employment%2C_social_affairs%2C_family_and_gender_equality_%28iEPSCO%29._Arrivals_Egle_Radisauskiene_%2835180415044%29.jpg/1599px-Informal_meeting_of_ministers_for_employment%2C_social_affairs%2C_family_and_gender_equality_%28iEPSCO%29._Arrivals_Egle_Radisauskiene_%2835180415044%29.jpg	a/a5/	LT	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/145047505@N06'>EU2017EE Estonian Presidency</a>, <a href='https://commons.wikimedia.org/wiki/File:Informal_meeting_of_ministers_for_employment%2C_social_affairs%2C_family_and_gender_equality_%28iEPSCO%29._Arrivals_Egle_Radisauskiene_%2835180415044%29.jpg'>Informal_meeting_of_ministers_for_employment%2C_social_affairs%2C_family_and_gender_equality_%28iEPSCO%29._Arrivals_Egle_Radisauskiene_%2835180415044%29.jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Luxembourg	LUX	1	Based on the highest amount of resource use per person in the world, Luxembourg has over ten times more citizens than its renewable resources can support.	Unsplash	NA	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1564845301245-d6a40164075e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=2670&q=80	NA	LU	NA	NA	NA
Luxembourg	LUX	2	A person living in Luxembourg consumes about 24 tons of materials a year in comparison to the OECD average of 15 tons.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:GilPe' title='User:GilPe'>GilPe</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Luxembourg%2C_bd_Royal%2C_City_Shopping.jpg	https://commons.wikimedia.org/wiki/File:Luxembourg%2C_bd_Royal%2C_City_Shopping.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Luxembourg%2C_bd_Royal%2C_City_Shopping.jpg/640px-Luxembourg%2C_bd_Royal%2C_City_Shopping.jpg	0/0b/	LU	NA	NA	<a href='//commons.wikimedia.org/wiki/User:GilPe' title='User:GilPe'>GilPe</a>, <a href='https://commons.wikimedia.org/wiki/File:Luxembourg%2C_bd_Royal%2C_City_Shopping.jpg'>Luxembourg%2C_bd_Royal%2C_City_Shopping.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
