Country	iso3c	ID	Caption	Provider	Artist	ArtistURL	License	LicenseURL	ImageName	InfoURL	FileURL	folder	CreditHTML	Format	Width	Height	iso2c
France	FRA	2	Beach at Antibes, France.	Unsplash	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1521309033026-f3438b7c4264?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=2247&q=80	NA	NA	NA	NA	NA	FR
France	FRA	3	Walk for Climate.	Unsplash	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1616956060234-05a40c266095?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=934&q=80	NA	NA	NA	NA	NA	FR
French Guiana	GUF	1	Apatou.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Apatou_French_Guiana_Jan_2004.JPG/640px-Apatou_French_Guiana_Jan_2004.JPG	NA	NA	NA	NA	NA	GF
French Guiana	GUF	2	The Guyanese rainforest shelters a particular flora because of the thinness of the soil.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Guyane_fr_savane-roche_virginie.jpg/640px-Guyane_fr_savane-roche_virginie.jpg	NA	NA	NA	NA	NA	GF
French Guiana	GUF	3	Place des Palmistes, the main square in Cayenne, French Guiana.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/PlacedesPalmistes.JPG/640px-PlacedesPalmistes.JPG	NA	NA	NA	NA	NA	GF
Gabon	GAB	1	Construction of logging roads open interior forest areas to exploitation.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Logging_Trucks_%2846170117302%29.jpg/640px-Logging_Trucks_%2846170117302%29.jpg	NA	NA	NA	NA	NA	GA
Gabon	GAB	2	Forest elephants.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Gabon_country_of_forest_elephants_-_L%27%C3%A9l%C3%A9phant_de_for%C3%AAt_d%27Afrique.jpg/640px-Gabon_country_of_forest_elephants_-_L%27%C3%A9l%C3%A9phant_de_for%C3%AAt_d%27Afrique.jpg	NA	NA	NA	NA	NA	GA
Gabon	GAB	3	Womens empowerment is an area that needs great improvement.	Unsplash	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1627017296244-df4742e25416?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=2250&q=80	NA	NA	NA	NA	NA	GA
The Gambia	GMB	1	The Gambia’s rapid population growth is putting tremendous pressure on its few resources and remaining forests.	Pixabay	NA	NA	NA	https://pixabay.com/service/license/	NA	https://pixabay.com/photos/gambia-market-woman-creole-africa-239849/	NA	NA	NA	NA	NA	NA	GM
The Gambia	GMB	2	Gambia’s environment has suffered from fuelwood collection, subsistence agriculture, and clearing for livestock, as well as hunting and desertification. (1).	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Gambia01SouthGambia062_%285380656260%29.jpg/640px-Gambia01SouthGambia062_%285380656260%29.jpg	NA	NA	NA	NA	NA	GM
The Gambia	GMB	3	The Gambia has a very high total fertility rate averaging 5.5 children per mother over the last decade.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Gambia_class.jpg/640px-Gambia_class.jpg	NA	NA	NA	NA	NA	GM
Georgia	GEO	1	A photo of the Georgian parliamentary hall. Women’s political participation is low with women only constituting 11 per cent of parliamentarians in the national and local governments.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Parliament_Hall_Tbilisi_Georgia.jpg/640px-Parliament_Hall_Tbilisi_Georgia.jpg	NA	NA	NA	NA	NA	GE
Georgia	GEO	2	Economy continues to do extremely well seeing economic production increase an average of 6% annually the decade of 2009-2019.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Europroduct_%28%E1%83%94%E1%83%95%E1%83%A0%E1%83%9D%E1%83%9E%E1%83%A0%E1%83%9D%E1%83%93%E1%83%A3%E1%83%A5%E1%83%A2%E1%83%98%29_in_Tskneti%2C_Georgia.jpg/640px-Europroduct_%28%E1%83%94%E1%83%95%E1%83%A0%E1%83%9D%E1%83%9E%E1%83%A0%E1%83%9D%E1%83%93%E1%83%A3%E1%83%A5%E1%83%A2%E1%83%98%29_in_Tskneti%2C_Georgia.jpg	NA	NA	NA	NA	NA	GE
Georgia	GEO	3	In 2016, Georgia was reported as having the highest mortality rate in the world caused by air pollution, with close to 300 deaths per 100,000 people.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Churches_in_Tbilisi_-_Tabori_church_22.jpg/640px-Churches_in_Tbilisi_-_Tabori_church_22.jpg	NA	NA	NA	NA	NA	GE
Germany	DEU	1	Germany is a leading industrial economy in western Europe with one of the highest GDP per capita income in the entire world.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Mercedes-Benz_Museum_201312_08_blue_hour.jpg/640px-Mercedes-Benz_Museum_201312_08_blue_hour.jpg	NA	NA	NA	NA	NA	DE
Germany	DEU	2	Landschaftspark was designed to heal and understand the industrial past, rather than trying to reject it.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Landschaftspark-Duisburg-Nord-Stahlkonstruktion-Aussen.jpg/640px-Landschaftspark-Duisburg-Nord-Stahlkonstruktion-Aussen.jpg	NA	NA	NA	NA	NA	DE
Germany	DEU	3	Germany's abundant solar energy.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Germany%27s_abundant_solar_energy_%2823765795529%29.jpg/640px-Germany%27s_abundant_solar_energy_%2823765795529%29.jpg	NA	NA	NA	NA	NA	DE
Germany	DEU	4	Immigration has been the driver of population growth in Germany which continues to increase the country's overall environmental footprint and further distancing itself from achieving long term sustainability.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Nieders%C3%A4chsisches_Umweltministerium_Transparent_refugees_welcome.jpg/640px-Nieders%C3%A4chsisches_Umweltministerium_Transparent_refugees_welcome.jpg	NA	NA	NA	NA	NA	DE
Ghana	GHA	1	Monga Bay reported deforestation of Ghana’s primary forests jumped 60 percent between 2017 and 2018 – the biggest jump of any tropical country.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Obosomase_Forest_01.jpg/640px-Obosomase_Forest_01.jpg	NA	NA	NA	NA	NA	GH
Ghana	GHA	2	Children from Ghana attend a health fair with their families.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Children_from_Ghana_attend_a_health_fair_with_their_families%2C_2012.jpg/640px-Children_from_Ghana_attend_a_health_fair_with_their_families%2C_2012.jpg	NA	NA	NA	NA	NA	GH
Ghana	GHA	3	The Catholic Church, which is opposed to contraception and many reproductive health services, has a large footprint in Ghana, posing challenges to adopting modern family planning practices.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/St_Peter%27s_Cathedral_Basilica_Kumasi_%281%29.jpg/640px-St_Peter%27s_Cathedral_Basilica_Kumasi_%281%29.jpg	NA	NA	NA	NA	NA	GH
Greece	GRC	1	When there are too many livestock feeding too long on a limited area, vegetation is unable to recover, causing erosion and then soil contamination.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Livestock-%28over-%29grazing_Peolonnes_Greece_Ziege.jpg/640px-Livestock-%28over-%29grazing_Peolonnes_Greece_Ziege.jpg	NA	NA	NA	NA	NA	GR
Greece	GRC	2	62% of the fish in the Mediterranean Sea are overfished.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Fishing_boat_off_the_coast_of_Naxos.jpg/640px-Fishing_boat_off_the_coast_of_Naxos.jpg	NA	NA	NA	NA	NA	GR
Greece	GRC	3	Currently, Greece has a low fertility rate of 1.3 children per mother.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Greek_costumes_children_DSC04313.jpg	NA	NA	NA	NA	NA	NA	GR
Grenada	GRD	1	Grenada’s economy is largely dependent on tourism, agriculture and fisheries.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/The_Cruise_Terminal_C_IM0466.JPG/640px-The_Cruise_Terminal_C_IM0466.JPG	NA	NA	NA	NA	NA	GD
Grenada	GRD	2	Grenada small town street scene.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Grenada_small_town_street_scene.jpg/640px-Grenada_small_town_street_scene.jpg	NA	NA	NA	NA	NA	GD
Grenada	GRD	3	Grenada has reached its goal of providing equal access of girls to education.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Grenada%2C_Karibik_-_St._George%27s_-_Granby_Street_-_School_is_out_..._-_panoramio.jpg/640px-Grenada%2C_Karibik_-_St._George%27s_-_Granby_Street_-_School_is_out_..._-_panoramio.jpg	NA	NA	NA	NA	NA	GD
Grenada	GRD	4	The country's principal export crops are the spices nutmeg and mace (Grenada is the world's second largest producer of nutmeg after Indonesia).	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Grenada_Nutmeg_Factory_2010.jpg/640px-Grenada_Nutmeg_Factory_2010.jpg	NA	NA	NA	NA	NA	GD
Guatemala	GTM	1	According to the Population Council, 39% of all indigenous women in the country are illiterate.	Unsplash	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1559061542-7f9ef5f51b62?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=2250&q=80	NA	NA	NA	NA	NA	GT
Guatemala	GTM	2	Chimaltenango, Guatemala.	Unsplash	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1595899896982-dee4933f4510?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=2167&q=80	NA	NA	NA	NA	NA	GT
Guatemala	GTM	3	Harmful Bloom in Lake Atitlán, Guatemala - the nutrients feeding the bloom in Lake Atitlán come from sewage, agricultural run off, and increased run off as a result of deforestation around the lake basin.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Harmful_Bloom_in_Lake_Atitl%C3%A1n%2C_Guatemala.jpg/640px-Harmful_Bloom_in_Lake_Atitl%C3%A1n%2C_Guatemala.jpg	NA	NA	NA	NA	NA	GT
Guatemala	GTM	4	An image of public health education, focused on nutrition, being implemented in an elementary school in rural Guatemala.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Education_of_Children_in_Guatemala.JPG/640px-Education_of_Children_in_Guatemala.JPG	NA	NA	NA	NA	NA	GT
Guinea	GIN	1	The Fouta region has some of the highest rates of child malnutrition and among the lowest schooling rates in the country.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Guinea_children.jpg/640px-Guinea_children.jpg	NA	NA	NA	NA	NA	GN
Guinea	GIN	2	Young Guinean fisherman.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Young_Guinean_fisherman.jpg/640px-Young_Guinean_fisherman.jpg	NA	NA	NA	NA	NA	GN
Guinea	GIN	3	Environmentalists trying to save chimpanzees at a UNESCO World Heritage protected area in Guinea faced resistance from villagers who say their needs are being ignored.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/c/cd/Voa_Guinea_chimp_guide_Gomis_30jan08.jpg	NA	NA	NA	NA	NA	GN
Guinea	GIN	4	Centuries of slash-and-burn agriculture have caused forested areas to be replaced by savanna woodland, grassland, or brush.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Guinea_Dinguiraye_farmers_cooperative.jpg	NA	NA	NA	NA	NA	NA	GN
Guineabissau	GNB	1	Coastal mangrove fields are giving way to Rice fields.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Risaia_in_Guinea-Bissau.JPG/640px-Risaia_in_Guinea-Bissau.JPG	NA	NA	NA	NA	NA	GW
Guineabissau	GNB	2	More than 70 percent of the country is forested—more than 45 percent of which is primary forest.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/FLII_GuineaBissau.png/640px-FLII_GuineaBissau.png	NA	NA	NA	NA	NA	GW
Guineabissau	GNB	3	Carnival.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Guinea-bissau-bissau-1.jpg/640px-Guinea-bissau-bissau-1.jpg	NA	NA	NA	NA	NA	GW
Guyana	GUY	1	The country has so far sustained little serious environmental damage but water supplies are threatened by sewage and by agricultural and industrial chemicals.	Unsplash	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1613150371780-66496b7106e8?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1898&q=80	NA	NA	NA	NA	NA	GY
Guyana	GUY	2	Because of a low population and consumption level over 80% of Guyana still remains wilderness including dense rainforests.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Rainforest_in_Guyana.jpg/640px-Rainforest_in_Guyana.jpg	NA	NA	NA	NA	NA	GY
Guyana	GUY	3	A street in Georgetown, Guyana.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Georgetown_street%2C_Guyana.jpg/640px-Georgetown_street%2C_Guyana.jpg	NA	NA	NA	NA	NA	GY
Guyana	GUY	4	A farmer among pepper plants in Guyana.	Pixnio	NA	NA	CC0	https://pixnio.com/creative-commons-license	NA	https://pixnio.com/people/male-men/farmer-walks-among-his-bull-nose-pepper-plants-in-tuschen-guyana	NA	NA	NA	NA	NA	NA	GY
Haiti	HTI	1	Moron, Haiti.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Moron_Ha%C3%AFti.jpg/640px-Moron_Ha%C3%AFti.jpg	NA	NA	NA	NA	NA	HT
Haiti	HTI	2	Port Au Prince, Haiti.	Unsplash	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1583029364705-25981646947c?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=975&q=80	NA	NA	NA	NA	NA	HT
Haiti	HTI	3	In Haiti, more than a third live with food insecurity and a third of the population lacks access to clean water.	Pixnio	NA	NA	CC0	https://pixnio.com/creative-commons-license	NA	https://pixnio.com/people/farmers-agricultural-training-program-in-haiti	NA	NA	NA	NA	NA	NA	HT
Honduras	HND	1	Rainforests are being destroyed on a massive scale.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Premontane_rainforest_around_La_Liberaci%C3%B3n_-_ZooKeys-298-077-g004C.jpg/640px-Premontane_rainforest_around_La_Liberaci%C3%B3n_-_ZooKeys-298-077-g004C.jpg	NA	NA	NA	NA	NA	HN
Honduras	HND	2	With average fertility rates at 2.5 children per mother and population increasing at roughly 160,000 more citizens a year, the country has now started to exceed its carrying capacity and become unsustainable.	Pixnio	NA	NA	CC0	https://pixnio.com/creative-commons-license	NA	https://pixnio.com/people/female-women/mother-and-child-in-a-clinic	NA	NA	NA	NA	NA	NA	HN
Honduras	HND	3	As a result of the increasing pressures from population growth much of the biodiversity of the country is under serious threat.	Unsplash	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1505759600237-87aaf407ab96?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=2000&q=80	NA	NA	NA	NA	NA	HN
Honduras	HND	4	Honduras is a poor country.	Unsplash	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1622435969864-887eba6f4ff9?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=934&q=80	NA	NA	NA	NA	NA	HN
Hungary	HUN	1	The OECD’s third Environmental Performance Review of Hungary says more also needs to be done to address air and water pollution.	Unsplash	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1614794897186-42f4fa5e17ff?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=2600&q=80	NA	NA	NA	NA	NA	HU
Hungary	HUN	2	The conservation status of most habitats and species has improved in recent years and Hungary now protects over 22% of its land and inland waters.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Ski_slopes._Nature_reserve_sign._-_Kossuth_street%2C_Budakeszi%2C_Hungary.JPG/640px-Ski_slopes._Nature_reserve_sign._-_Kossuth_street%2C_Budakeszi%2C_Hungary.JPG	NA	NA	NA	NA	NA	HU
Hungary	HUN	3	Hungary’s population has been declining gradually since 1980 and has seen an overall population decline of about one million citizens or about 10%.	Unsplash	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1546776473-c5f38714e230?ixid=MnwxMjA3fDB8MHxzZWFyY2h8Mjh8fGh1bmdhcnl8ZW58MHx8MHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=800&q=60	NA	NA	NA	NA	NA	HU
India	IND	1	India adds over thirteen million more residents a year.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Paltan_Bazaar_Crowds_(5275269340).jpg	NA	NA	NA	NA	NA	NA	IN
India	IND	2	Rapid population growth threatens the destruction of natural habitats.	Unsplash	NA	NA	NA	NA	NA	https://unsplash.com/photos/dCnHbVhM2w8	NA	NA	NA	NA	NA	NA	IN
India	IND	3	Continued attention to gender equality, women’s empowerment and girl’s education will additionally slow the fertility rate which has been gradually declining.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/India-education.jpg/640px-India-education.jpg	NA	NA	NA	NA	NA	IN
India	IND	4	Water pollution due to domestic garbage at a channel near VUDA Park beach in Visakhapatnam.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Water_pollution_due_to_domestic_garbage_at_a_channel_near_VUDA_Park_beach.jpg/640px-Water_pollution_due_to_domestic_garbage_at_a_channel_near_VUDA_Park_beach.jpg	NA	NA	NA	NA	NA	IN
Indonesia	IDN	1	Indonesia’s traditional rickshaw cycle.	Unsplash	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1527965408463-82ae0731825c?ixid=MnwxMjA3fDB8MHxzZWFyY2h8Nnx8aW5kb25lc2lhfGVufDB8fDB8fA%3D%3D&ixlib=rb-1.2.1&auto=format&fit=crop&w=800&q=60	NA	NA	NA	NA	NA	ID
Indonesia	IDN	2	Indonesia accounts for 21% of global biodiversity loss.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Hotel_Indonesia%2C_photographed_at_dusk%3B_December_2014.jpg/1600px-Hotel_Indonesia%2C_photographed_at_dusk%3B_December_2014.jpg	NA	NA	NA	NA	NA	ID
Indonesia	IDN	3	In Indonesia, girls are more likely than boys to drop out of school. According to UNICEF, for every 10 children that drop out of school at the secondary level, seven are girls.	Pixnio	NA	NA	CC0	https://pixnio.com/creative-commons-license	NA	https://pixnio.com/people/children-kids/indonesia-six-grade-kids-girls-students-turn-interactive	NA	NA	NA	NA	NA	NA	ID
Indonesia	IDN	4	Logging road and impacts in East Kalimantan: logged forest on the left, virgin/primary forest on the right.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Logging_road_East_Kalimantan_2005.jpg/640px-Logging_road_East_Kalimantan_2005.jpg	NA	NA	NA	NA	NA	ID
Iran	IRN	1	Iran’s water resources have been depleted by a lack of rain, the building of hydro-electric dams and farming of water-intensive products like rice, wheat and sugar cane.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Wheat_Farm_in_Behbahan%2C_Iran.jpg/640px-Wheat_Farm_in_Behbahan%2C_Iran.jpg	NA	NA	NA	NA	NA	IR
Iran	IRN	2	The parks are being subsumed by development.	Unsplash	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1505569399497-2fc102b0887c?ixid=MnwxMjA3fDB8MHxzZWFyY2h8MzF8fGlyYW4lMjBjaXR5fGVufDB8fDB8fA%3D%3D&ixlib=rb-1.2.1&auto=format&fit=crop&w=500&q=60	NA	NA	NA	NA	NA	IR
Iraq	IRQ	1	With 2/3 of the country arid or semi arid, Iraq’s renewable resources are limited.	Unsplash	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1593686274507-5629ef38a155?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1600&q=80	NA	NA	NA	NA	NA	IQ
Iraq	IRQ	2	Water available per capita in Iraq has declined over the last half century by a whopping 75 percent.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Irrigation_canal_Fira_Shia,_Iraq_(2).jpg	NA	NA	NA	NA	NA	NA	IQ
Iraq	IRQ	3	An Iraqi woman and her family sit outside their mud hut.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Flickr_-_DVIDSHUB_-_Iraqi_Family.jpg/640px-Flickr_-_DVIDSHUB_-_Iraqi_Family.jpg	NA	NA	NA	NA	NA	IQ
Ireland	IRL	1	Ireland is one of the least forested European countries with 9% of its land covered by trees.	Unsplash	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1511219096939-ce77f5f44cc8?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=2000&q=80	NA	NA	NA	NA	NA	IE
Ireland	IRL	2	Average life expectancy at birth was 74.8 in Ireland in 1990 and has risen to 82.3.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/DingleMen.jpg/640px-DingleMen.jpg	NA	NA	NA	NA	NA	IE
Israel	ISR	1	With urban development taking over about five square miles of open space every five years, Israel’s wildlife is in steep decline.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Tel_Aviv_Port_Lowshot.jpg	NA	NA	NA	NA	NA	NA	IL
Israel	ISR	2	Israel’s high fertility rate (averaging three children per woman) is 50 percent higher than most other Western countries.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Kids_in_Jerusalem_(3271334451).jpg	NA	NA	NA	NA	NA	NA	IL
Israel	ISR	3	The Griffon Vulture population is in great danger of extinction due to unsuitable field conditions, worsening each year.	Wikimedia	NA	NA	NA	NA	NA	https://commons.wikimedia.org/wiki/File:Griffon_vulture_landing.jpg	NA	NA	NA	NA	NA	NA	IL
Italy	ITA	1	The image shows high levels of nitrogen dioxide in the Po Valley in northern Italy as a result of traffic and the combustion of fossil fuel in industrial processes.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Nitrogen_dioxide_over_northern_Italy_ESA19394726.jpeg/640px-Nitrogen_dioxide_over_northern_Italy_ESA19394726.jpeg	NA	NA	NA	NA	NA	IT
Italy	ITA	2	In June 2020 passed the  “Family Act to support parenting, combat the falling birth rate, encourage the growth of children and young people, and the help parents reconcile of family life with work, especially for women.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Woman_with_children_playing_in_fountain_on_Como_lakefront.jpg/640px-Woman_with_children_playing_in_fountain_on_Como_lakefront.jpg	NA	NA	NA	NA	NA	IT
Italy	ITA	3	Venice is choking on its own pollution with hundreds of diesel-powered vaporetti - commuter boats or water buses spewing out tonnes of carbon.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Venice_Trip51.jpg/640px-Venice_Trip51.jpg	NA	NA	NA	NA	NA	IT
Ivory Coast	CIV	1	Forêt du banco en Cote d'Ivoire is an example of primary forest.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/For%C3%AAt_du_banco_%28_C%C3%B4te_d%27Ivoire_%29.jpg/640px-For%C3%AAt_du_banco_%28_C%C3%B4te_d%27Ivoire_%29.jpg	NA	NA	NA	NA	NA	CI
Ivory Coast	CIV	2	Due to high fertility rates of over 4 children per woman, the population is increasing by over 600,000 more people a year.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Children_having_fun_at_the_beach.jpg/640px-Children_having_fun_at_the_beach.jpg	NA	NA	NA	NA	NA	CI
Ivory Coast	CIV	3	Almost a third of all women (currently between ages 20-24) gave birth before the age of 18.	Unsplash	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1552710307-8d1c604d6319?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1600&q=80	NA	NA	NA	NA	NA	CI
Jamaica	JAM	1	Jamaica is a tropical biodiverse caribbean island.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Jamaica_High_View_Image.jpg/640px-Jamaica_High_View_Image.jpg	NA	NA	NA	NA	NA	JM
Jamaica	JAM	2	Women are dominating school enrollment in Jamaica, closing the gender gap in education.	Wikimedia	NA	NA	NA	NA	NA	NA	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Trench_Town_Library_%284547356576%29.jpg/640px-Trench_Town_Library_%284547356576%29.jpg	NA	NA	NA	NA	NA	JM
Jamaica	JAM	3	Shanty Town in Falmouth, Jamaica.	Unsplash	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1614528371923-d683db1cc6ff?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=2667&q=80	NA	NA	NA	NA	NA	JM
