Country	iso3c	ID	Caption	Provider	Artist	ArtistExtra	ArtistURL	Artist2ndURL	ArtistHTML	License	LicenseURL	InfoURL	FileURL	iso2c	folder	ImageName	OriginURL	Previous effort to make Attribution
Iran	IRN	2	Iran’s water resources have been depleted by a lack of rain, the building of hydro-electric dams and farming of water-intensive products like rice, wheat and sugar cane.	Wikimedia	Photogir		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Photogir&amp;action=edit&amp;redlink=1' class='new' title='User:Photogir (page does not exist)'>Photogir</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Wheat_Farm_in_Behbahan%2C_Iran.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Wheat_Farm_in_Behbahan%2C_Iran.jpg/640px-Wheat_Farm_in_Behbahan%2C_Iran.jpg	IR	8/87/	Wheat_Farm_in_Behbahan%2C_Iran.jpg	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Photogir&amp;action=edit&amp;redlink=1' class='new' title='User:Photogir (page does not exist)'>Photogir</a>, <a href='https://commons.wikimedia.org/wiki/File:Wheat_Farm_in_Behbahan%2C_Iran.jpg'>Wheat_Farm_in_Behbahan%2C_Iran.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Iraq	IRQ	2	Water available per capita in Iraq has declined over the last half century by a whopping 75 percent.	Wikimedia	Tim Hunt, U.S. Army	NA	NA	NA	Tim Hunt, U.S. Army	Public domain	NA	https://commons.wikimedia.org/wiki/File:Irrigation_canal_Fira_Shia,_Iraq_(2).jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Irrigation_canal_Fira_Shia,_Iraq_(2).jpg/640px-Irrigation_canal_Fira_Shia,_Iraq_(2).jpg	IQ	8/80/	Irrigation_canal_Fira_Shia,_Iraq_(2).jpg	https://upload.wikimedia.org/wikipedia/commons/8/80/Irrigation_canal_Fira_Shia%2C_Iraq_%282%29.jpg	NA
Iraq	IRQ	3	An Iraqi woman and her family sit outside their mud hut.	Wikimedia	DVIDSHUB		https://www.flickr.com/people/28650594@N03	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/28650594@N03'>DVIDSHUB</a>	Public domain	NA	https://commons.wikimedia.org/wiki/File:Flickr_-_DVIDSHUB_-_Iraqi_Family.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Flickr_-_DVIDSHUB_-_Iraqi_Family.jpg/640px-Flickr_-_DVIDSHUB_-_Iraqi_Family.jpg	IQ	e/ed/	Flickr_-_DVIDSHUB_-_Iraqi_Family.jpg	NA	NA
Ireland	IRL	2	Average life expectancy at birth was 74.8 in Ireland in 1990 and has risen to 82.3.	Wikimedia	Valfex		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Valfex&amp;action=edit&amp;redlink=1' class='new' title='User:Valfex (page does not exist)'>Valfex</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	https://commons.wikimedia.org/wiki/File:DingleMen.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/DingleMen.jpg/640px-DingleMen.jpg	IE	4/4c/	DingleMen.jpg	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Valfex&amp;action=edit&amp;redlink=1' class='new' title='User:Valfex (page does not exist)'>Valfex</a>, <a href='https://commons.wikimedia.org/wiki/File:DingleMen.jpg'>DingleMen.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Israel	ISR	1	With urban development taking over about five square miles of open space every five years, Israel’s wildlife is in steep decline.	Wikimedia	אילן ארד		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:%D7%90%D7%99%D7%9C%D7%9F_%D7%90%D7%A8%D7%93&amp;action=edit&amp;redlink=1' class='new' title='User:אילן ארד (page does not exist)'>אילן ארד</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	https://commons.wikimedia.org/wiki/File:Tel_Aviv_Port_Lowshot.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Tel_Aviv_Port_Lowshot.jpg/640px-Tel_Aviv_Port_Lowshot.jpg	IL	c/c3/	Tel_Aviv_Port_Lowshot.jpg	https://upload.wikimedia.org/wikipedia/commons/c/c3/Tel_Aviv_Port_Lowshot.jpg	NA
Israel	ISR	2	Israel’s high fertility rate (averaging three children per woman) is 50 percent higher than most other Western countries.	Wikimedia	WomEOS		https://www.flickr.com/people/15370593@N06	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/15370593@N06'>WomEOS</a>	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	https://commons.wikimedia.org/wiki/File:Kids_in_Jerusalem_(3271334451).jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Kids_in_Jerusalem_(3271334451).jpg/640px-Kids_in_Jerusalem_(3271334451).jpg	IL	0/0e/	Kids_in_Jerusalem_(3271334451).jpg	https://upload.wikimedia.org/wikipedia/commons/0/0e/Kids_in_Jerusalem_%283271334451%29.jpg	NA
Israel	ISR	3	The Griffon Vulture population is in great danger of extinction due to unsuitable field conditions, worsening each year.	Wikimedia	Artemy Voikhansky		//commons.wikimedia.org/wiki/User:Artemy_Voikhansky	NA	<a href='//commons.wikimedia.org/wiki/User:Artemy_Voikhansky' title='User:Artemy Voikhansky'>Artemy Voikhansky</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Griffon_vulture_landing.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Griffon_vulture_landing.jpg/640px-Griffon_vulture_landing.jpg	IL	9/93/	Griffon_vulture_landing.jpg	https://upload.wikimedia.org/wikipedia/commons/9/93/Griffon_vulture_landing.jpg	NA
Italy	ITA	1	The image shows high levels of nitrogen dioxide in the Po Valley in northern Italy as a result of traffic and the combustion of fossil fuel in industrial processes.	Wikimedia	European Space Agency: contains modified Copernicus Sentinel data 2019	NA	NA	NA	European Space Agency: contains modified Copernicus Sentinel data 2019	CC BY-SA 3.0 igo	https://creativecommons.org/licenses/by-sa/3.0/igo/deed.en	https://commons.wikimedia.org/wiki/File:Nitrogen_dioxide_over_northern_Italy_ESA19394726.jpeg	https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Nitrogen_dioxide_over_northern_Italy_ESA19394726.jpeg/640px-Nitrogen_dioxide_over_northern_Italy_ESA19394726.jpeg	IT	9/93/	Nitrogen_dioxide_over_northern_Italy_ESA19394726.jpeg	NA	European Space Agency, <a href='https://commons.wikimedia.org/wiki/File:Nitrogen_dioxide_over_northern_Italy_ESA19394726.jpeg'>Nitrogen_dioxide_over_northern_Italy_ESA19394726.jpeg</a>; <a href=''>Attribution</a>, via Wikimedia Commons
Italy	ITA	2	In June 2020 passed the  “Family Act to support parenting, combat the falling birth rate, encourage the growth of children and young people, and the help parents reconcile of family life with work, especially for women.	Wikimedia	Daniel Case		//commons.wikimedia.org/wiki/User:Daniel_Case	NA	<a href='//commons.wikimedia.org/wiki/User:Daniel_Case' title='User:Daniel Case'>Daniel Case</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	https://commons.wikimedia.org/wiki/File:Woman_with_children_playing_in_fountain_on_Como_lakefront.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Woman_with_children_playing_in_fountain_on_Como_lakefront.jpg/640px-Woman_with_children_playing_in_fountain_on_Como_lakefront.jpg	IT	0/0d/	Woman_with_children_playing_in_fountain_on_Como_lakefront.jpg	NA	<a href='//commons.wikimedia.org/wiki/User:Daniel_Case' title='User:Daniel Case'>Daniel Case</a>, <a href='https://commons.wikimedia.org/wiki/File:Woman_with_children_playing_in_fountain_on_Como_lakefront.jpg'>Woman_with_children_playing_in_fountain_on_Como_lakefront.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Italy	ITA	3	Venice is choking on its own pollution with hundreds of diesel-powered vaporetti - commuter boats or water buses spewing out tonnes of carbon.	Wikimedia	Wolfgang Holzem		//commons.wikimedia.org/wiki/User:WolfgangHolzem1965	NA	<a href='//commons.wikimedia.org/wiki/User:WolfgangHolzem1965' title='User:WolfgangHolzem1965'>Wolfgang Holzem</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Venice_Trip51.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Venice_Trip51.jpg/640px-Venice_Trip51.jpg	IT	6/66/	Venice_Trip51.jpg	NA	<a href='//commons.wikimedia.org/wiki/User:WolfgangHolzem1965' title='User:WolfgangHolzem1965'>Wolfgang Holzem</a>, <a href='https://commons.wikimedia.org/wiki/File:Venice_Trip51.jpg'>Venice_Trip51.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Ivory Coast	CIV	1	Forêt du banco en Cote d'Ivoire is an example of primary forest.	Wikimedia	Emmanuel Grebo		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Manu321&amp;action=edit&amp;redlink=1' class='new' title='User:Manu321 (page does not exist)'>Emmanuel Grebo</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:For%C3%AAt_du_banco_%28_C%C3%B4te_d%27Ivoire_%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/For%C3%AAt_du_banco_%28_C%C3%B4te_d%27Ivoire_%29.jpg/640px-For%C3%AAt_du_banco_%28_C%C3%B4te_d%27Ivoire_%29.jpg	CI	e/e1/	For%C3%AAt_du_banco_%28_C%C3%B4te_d%27Ivoire_%29.jpg	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Manu321&amp;action=edit&amp;redlink=1' class='new' title='User:Manu321 (page does not exist)'>Emmanuel Grebo</a>, <a href='https://commons.wikimedia.org/wiki/File:For%C3%AAt_du_banco_%28_C%C3%B4te_d%27Ivoire_%29.jpg'>For%C3%AAt_du_banco_%28_C%C3%B4te_d%27Ivoire_%29.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Ivory Coast	CIV	2	Due to high fertility rates of over 4 children per woman, the population is increasing by over 600,000 more people a year.	Wikimedia	Rodboston		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Rodboston&amp;action=edit&amp;redlink=1' class='new' title='User:Rodboston (page does not exist)'>Rodboston</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Children_having_fun_at_the_beach.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Children_having_fun_at_the_beach.jpg/640px-Children_having_fun_at_the_beach.jpg	CI	4/4d/	Children_having_fun_at_the_beach.jpg	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Rodboston&amp;action=edit&amp;redlink=1' class='new' title='User:Rodboston (page does not exist)'>Rodboston</a>, <a href='https://commons.wikimedia.org/wiki/File:Children_having_fun_at_the_beach.jpg'>Children_having_fun_at_the_beach.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Jamaica	JAM	1	Jamaica is a tropical biodiverse caribbean island.	Wikimedia	Wikpedia account100		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Wikpedia_account100&amp;action=edit&amp;redlink=1' class='new' title='User:Wikpedia account100 (page does not exist)'>Wikpedia account100</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Jamaica_High_View_Image.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Jamaica_High_View_Image.jpg/640px-Jamaica_High_View_Image.jpg	JM	4/47/	Jamaica_High_View_Image.jpg	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Wikpedia_account100&amp;action=edit&amp;redlink=1' class='new' title='User:Wikpedia account100 (page does not exist)'>Wikpedia account100</a>, <a href='https://commons.wikimedia.org/wiki/File:Jamaica_High_View_Image.jpg'>Jamaica_High_View_Image.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Jamaica	JAM	2	Women are dominating school enrollment in Jamaica, closing the gender gap in education.	Wikimedia	YardEdge		https://www.flickr.com/people/29027546@N07	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/29027546@N07'>YardEdge</a>	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	https://commons.wikimedia.org/wiki/File:Trench_Town_Library_%284547356576%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Trench_Town_Library_%284547356576%29.jpg/640px-Trench_Town_Library_%284547356576%29.jpg	JM	0/0c/	Trench_Town_Library_%284547356576%29.jpg	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/29027546@N07'>YardEdge</a>, <a href='https://commons.wikimedia.org/wiki/File:Trench_Town_Library_%284547356576%29.jpg'>Trench_Town_Library_%284547356576%29.jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Japan	JPN	1	Diminishing population has been a windfall for natural restoration in many places.	Wikimedia	ArranStibbe		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:ArranStibbe&amp;action=edit&amp;redlink=1' class='new' title='User:ArranStibbe (page does not exist)'>ArranStibbe</a>	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	https://commons.wikimedia.org/wiki/File:Dscn0261_japan_nature.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Dscn0261_japan_nature.jpg/640px-Dscn0261_japan_nature.jpg	JP	c/c3/	Dscn0261_japan_nature.jpg	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:ArranStibbe&amp;action=edit&amp;redlink=1' class='new' title='User:ArranStibbe (page does not exist)'>ArranStibbe</a>, <a href='https://commons.wikimedia.org/wiki/File:Dscn0261_japan_nature.jpg'>Dscn0261_japan_nature.jpg</a>; <a href='http://creativecommons.org/publicdomain/zero/1.0/deed.en'>CC0</a>, via Wikimedia Commons
Japan	JPN	2	Tokyo.	Wikimedia	Calvinkulit		//commons.wikimedia.org/wiki/User:Calvinkulit	NA	<a href='//commons.wikimedia.org/wiki/User:Calvinkulit' title='User:Calvinkulit'>Calvinkulit</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:View_from_Tokyo_Skytree.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/View_from_Tokyo_Skytree.jpg/640px-View_from_Tokyo_Skytree.jpg	JP	6/65/	View_from_Tokyo_Skytree.jpg	https://upload.wikimedia.org/wikipedia/commons/6/65/View_from_Tokyo_Skytree.jpg	NA
Japan	JPN	3	Shoppers in Shibuya.	Wikimedia	Benny Ang	NA	NA	NA	Benny Ang	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	https://commons.wikimedia.org/wiki/File:Crowds_in_Shibuya%2C_Japan%2C_2015.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Crowds_in_Shibuya%2C_Japan%2C_2015.jpg/640px-Crowds_in_Shibuya%2C_Japan%2C_2015.jpg	JP	5/5e/	Crowds_in_Shibuya%2C_Japan%2C_2015.jpg	NA	Benny Ang, <a href='https://commons.wikimedia.org/wiki/File:Crowds_in_Shibuya%2C_Japan%2C_2015.jpg'>Crowds_in_Shibuya%2C_Japan%2C_2015.jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Jordan	JOR	1	The majority of the half million Syrian refugees in Jordan live in urban areas like Ramtha.	Wikimedia	DFID - UK Department for International Development		https://www.flickr.com/people/14214150@N02	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/14214150@N02'>DFID - UK Department for International Development</a>	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	https://commons.wikimedia.org/wiki/File:Refugee_children_from_Syria_at_a_clinic_in_Ramtha%2C_northern_Jordan_%289613477263%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Refugee_children_from_Syria_at_a_clinic_in_Ramtha%2C_northern_Jordan_%289613477263%29.jpg/640px-Refugee_children_from_Syria_at_a_clinic_in_Ramtha%2C_northern_Jordan_%289613477263%29.jpg	JO	b/b5/	Refugee_children_from_Syria_at_a_clinic_in_Ramtha%2C_northern_Jordan_%289613477263%29.jpg	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/14214150@N02'>DFID - UK Department for International Development</a>, <a href='https://commons.wikimedia.org/wiki/File:Refugee_children_from_Syria_at_a_clinic_in_Ramtha%2C_northern_Jordan_%289613477263%29.jpg'>Refugee_children_from_Syria_at_a_clinic_in_Ramtha%2C_northern_Jordan_%289613477263%29.jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Jordan	JOR	2	Jordan has some of the lowest indicators in the world on labor force participation, productivity and gender equality due to the chronically low female labor force participation.	Wikimedia	Daniel Case		//commons.wikimedia.org/wiki/User:Daniel_Case	NA	<a href='//commons.wikimedia.org/wiki/User:Daniel_Case' title='User:Daniel Case'>Daniel Case</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	https://commons.wikimedia.org/wiki/File:Women_doing_beadwork_in_Jordan.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Women_doing_beadwork_in_Jordan.jpg/640px-Women_doing_beadwork_in_Jordan.jpg	JO	1/1d/	Women_doing_beadwork_in_Jordan.jpg	NA	<a href='//commons.wikimedia.org/wiki/User:Daniel_Case' title='User:Daniel Case'>Daniel Case</a>, <a href='https://commons.wikimedia.org/wiki/File:Women_doing_beadwork_in_Jordan.jpg'>Women_doing_beadwork_in_Jordan.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Kazakhstan	KAZ	4	Wellfield development drills at the Inkai Uranium Mine in Kazakhstan.	Wikimedia	NAC Kazatomprom JSC		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:RockDocU3O8&amp;action=edit&amp;redlink=1' class='new' title='User:RockDocU3O8 (page does not exist)'>NAC Kazatomprom JSC</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Inkai_Uranium_Mine_in_Kazakhstan.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Inkai_Uranium_Mine_in_Kazakhstan.jpg/640px-Inkai_Uranium_Mine_in_Kazakhstan.jpg	KZ	e/e4/	Inkai_Uranium_Mine_in_Kazakhstan.jpg	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:RockDocU3O8&amp;action=edit&amp;redlink=1' class='new' title='User:RockDocU3O8 (page does not exist)'>NAC Kazatomprom JSC</a>, <a href='https://commons.wikimedia.org/wiki/File:Inkai_Uranium_Mine_in_Kazakhstan.jpg'>Inkai_Uranium_Mine_in_Kazakhstan.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Kazakhstan	KAZ	5	Diamond Drill in Kazakhstan.	Wikimedia	NAC Kazatomprom JSC		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:RockDocU3O8&amp;action=edit&amp;redlink=1' class='new' title='User:RockDocU3O8 (page does not exist)'>NAC Kazatomprom JSC</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Kazatomprom_-_Wellfield_drilling.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Kazatomprom_-_Wellfield_drilling.jpg/640px-Kazatomprom_-_Wellfield_drilling.jpg	KZ	d/dd/	Kazatomprom_-_Wellfield_drilling.jpg	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:RockDocU3O8&amp;action=edit&amp;redlink=1' class='new' title='User:RockDocU3O8 (page does not exist)'>NAC Kazatomprom JSC</a>, <a href='https://commons.wikimedia.org/wiki/File:Kazatomprom_-_Wellfield_drilling.jpg'>Kazatomprom_-_Wellfield_drilling.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Kenya	KEN	2	The nation's cities produce about 1.1 million tons of solid wastes.	Wikimedia	Gkamadi		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Gkamadi&amp;action=edit&amp;redlink=1' class='new' title='User:Gkamadi (page does not exist)'>Gkamadi</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Beat_Pollution.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Beat_Pollution.jpg/640px-Beat_Pollution.jpg	KE	5/58/	Beat_Pollution.jpg	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Gkamadi&amp;action=edit&amp;redlink=1' class='new' title='User:Gkamadi (page does not exist)'>Gkamadi</a>, <a href='https://commons.wikimedia.org/wiki/File:Beat_Pollution.jpg'>Beat_Pollution.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Kenya	KEN	3	In an effort to preserve wildlife, the government has set aside more than 3.5 million hectares as national parks and game preserves.	Wikimedia	Timothy A. Gonsalves		//commons.wikimedia.org/wiki/User:Tagooty	NA	<a href='//commons.wikimedia.org/wiki/User:Tagooty' title='User:Tagooty'>Timothy A. Gonsalves</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Savannah_Clouds_Nairobi_National_Park_Kenya_May19_R1600795.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Savannah_Clouds_Nairobi_National_Park_Kenya_May19_R1600795.jpg/640px-Savannah_Clouds_Nairobi_National_Park_Kenya_May19_R1600795.jpg	KE	1/1a/	Savannah_Clouds_Nairobi_National_Park_Kenya_May19_R1600795.jpg	NA	<a href='//commons.wikimedia.org/wiki/User:Tagooty' title='User:Tagooty'>Timothy A. Gonsalves</a>, <a href='https://commons.wikimedia.org/wiki/File:Savannah_Clouds_Nairobi_National_Park_Kenya_May19_R1600795.jpg'>Savannah_Clouds_Nairobi_National_Park_Kenya_May19_R1600795.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Kenya	KEN	4	The Kenyan population policy aims to reduce the number of children a woman has over her lifetime from 5 in 2009 to 3 by 2030 and seeks improvements in child mortality, maternal mortality, life expectancy, and other reproductive health measures.	Wikimedia	Kabukasteven		NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Kabukasteven&amp;action=edit&amp;redlink=1' class='new' title='User:Kabukasteven (page does not exist)'>Kabukasteven</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Single_motherhood_in_the_unifortunty_communities_of_Kenya.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Single_motherhood_in_the_unifortunty_communities_of_Kenya.jpg/640px-Single_motherhood_in_the_unifortunty_communities_of_Kenya.jpg	KE	0/00/	Single_motherhood_in_the_unifortunty_communities_of_Kenya.jpg	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Kabukasteven&amp;action=edit&amp;redlink=1' class='new' title='User:Kabukasteven (page does not exist)'>Kabukasteven</a>, <a href='https://commons.wikimedia.org/wiki/File:Single_motherhood_in_the_unifortunty_communities_of_Kenya.jpg'>Single_motherhood_in_the_unifortunty_communities_of_Kenya.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Kuwait	KWT	1	The flat, sandy Arabian Desert covers the majority of Kuwait.	Wikimedia	European Space Agency: contains modified Copernicus Sentinel data 2019	NA	NA	NA	European Space Agency: contains modified Copernicus Sentinel data 2019	CC BY-SA 3.0 igo	https://creativecommons.org/licenses/by-sa/3.0/igo/deed.en	https://commons.wikimedia.org/wiki/File:Kuwait_ESA21888966.jpeg	https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Kuwait_ESA21888966.jpeg/640px-Kuwait_ESA21888966.jpeg	KW	f/fc/	Kuwait_ESA21888966.jpeg	NA	European Space Agency, <a href='https://commons.wikimedia.org/wiki/File:Kuwait_ESA21888966.jpeg'>Kuwait_ESA21888966.jpeg</a>; <a href=''>Attribution</a>, via Wikimedia Commons
Kuwait	KWT	3	Because of its lack of biodiversity, Kuwait is far from sustainable and highly dependent on many imports.	Wikimedia	Noblevmy	Malayalam Wikipedia	https://en.wikipedia.org/wiki/ml:User:Noblevmy	https://en.wikipedia.org/wiki/ml:	<a href='https://en.wikipedia.org/wiki/ml:User:Noblevmy' class='extiw' title='w:ml:User:Noblevmy'>Noblevmy</a> at <a href='https://en.wikipedia.org/wiki/ml:' class='extiw' title='w:ml:'>Malayalam Wikipedia</a>	CC BY 3.0	https://creativecommons.org/licenses/by/3.0	https://commons.wikimedia.org/wiki/File:Kuwait_Veg.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Kuwait_Veg.JPG/640px-Kuwait_Veg.JPG	KW	e/e9/	Kuwait_Veg.JPG	NA	<a href='https://en.wikipedia.org/wiki/ml:User:Noblevmy' class='extiw' title='w:ml:User:Noblevmy'>Noblevmy</a> at <a href='https://en.wikipedia.org/wiki/ml:' class='extiw' title='w:ml:'>Malayalam Wikipedia</a>, <a href='https://commons.wikimedia.org/wiki/File:Kuwait_Veg.JPG'>Kuwait_Veg.JPG</a>; <a href='https://creativecommons.org/licenses/by/3.0'>CC BY 3.0</a>, via Wikimedia Commons
Kyrgyzstan	KGZ	2	A class of fourth graders at Egemenduuluk Secondary School.	Wikimedia	Nataev		//commons.wikimedia.org/wiki/User:Nataev	NA	<a href='//commons.wikimedia.org/wiki/User:Nataev' title='User:Nataev'>Nataev</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	https://commons.wikimedia.org/wiki/File:Schoolchildren%2C_Egemenduuluk_Secondary_School.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Schoolchildren%2C_Egemenduuluk_Secondary_School.JPG/640px-Schoolchildren%2C_Egemenduuluk_Secondary_School.JPG	KG	8/8d/	Schoolchildren%2C_Egemenduuluk_Secondary_School.JPG	NA	<a href='//commons.wikimedia.org/wiki/User:Nataev' title='User:Nataev'>Nataev</a>, <a href='https://commons.wikimedia.org/wiki/File:Schoolchildren%2C_Egemenduuluk_Secondary_School.JPG'>Schoolchildren%2C_Egemenduuluk_Secondary_School.JPG</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
